set,query,cls,in_massspecgym,same_adduct
eval,KSEBMYQBYZTDHS,3,True,True
eval,TXEAVXYHQMQTHQ,2,False,False
eval,HZFQJXUVAZJXLJ,2,False,False
eval,WRDDFOFFQDOVRV,2,True,True
eval,JFRZOWFDKVTWRL,2,True,True
eval,JYESOAFLKFHYHP,3,True,True
eval,FACUYWPMDKTVFU,3,True,True
eval,ZJFKKPDLNLCPNP,3,True,True
eval,JQPWYZMMVLNRCH,3,True,True
eval,HETZRHDDRHBPKX,2,True,True
eval,CSJPOEXQYWFUFT,2,True,True
eval,ZQLIAKJHIRHCFA,3,True,True
eval,UFUDXCDPABDFHK,1,False,False
eval,SSVHQKZUFBBLJY,3,True,True
eval,JTYYHSPDVLJFOJ,2,True,True
eval,AMKVXSZCKVJAGH,3,True,True
eval,SCYCMFQAMTUOEU,3,True,True
eval,KWBPKUMWVXUSCA,3,True,True
eval,BUYMVQAILCEWRR,1,False,False
eval,VBZSMBBOZFITID,2,True,True
eval,BKPFUQLDJWNCIK,2,True,True
eval,HPMRFMKYPGXPEP,3,True,True
eval,JFEFKYNVTFPFRI,3,False,False
eval,RSZDAYHEZSRVHS,2,True,True
eval,PBWOIPCULUXTNY,2,False,False
eval,QPMKRRUDQIKGNH,3,True,True
eval,YMHOBZXQZVXHBM,3,True,True
eval,URTPDSARMPGSPA,2,True,True
eval,BXEHUCNTIZGSOJ,2,False,False
eval,BGXFQDFSVDZUIW,2,True,True
eval,CWHFENCDPWUVOE,3,True,True
eval,ZSPZNFOLWQEVQJ,3,True,True
eval,GSBFARPNIZUMHA,2,True,True
eval,HVXXOIGTXJOVON,2,True,True
eval,HZGGHVGIXDRDDH,2,True,True
eval,OXGUCUVFOIWWQJ,2,True,True
eval,WWNYZTBMVRRLJM,3,True,True
eval,JMIBHWXICSSLDW,3,False,False
eval,BXZJZDQDHHZIIB,2,True,True
eval,DTNGBIGBPPPNNB,1,True,True
eval,UZYZCCWBBBCDAD,2,False,False
eval,ZHVAHWMKMXITOD,1,False,False
eval,VMWUXSVSQGMOLS,3,True,True
eval,SXHJWBRJNQZWBI,1,True,True
eval,DYKFCLLONBREIL,2,True,True
eval,NOOJQDXMGLPOOA,2,False,False
eval,JRKSVIUQRJEQDF,3,True,True
eval,IVXSXOFPZFVZTM,2,True,True
eval,WPMJNLCLKAKMLA,3,True,True
eval,YSGQGNQWBLYHPE,2,False,False
eval,JJHHIJFTHRNPIK,2,True,True
eval,BZQRJBLJDFPOBX,3,False,False
eval,TXXWXESCAGCJAD,3,True,True
eval,FCANTWZHYAQEKU,3,False,False
eval,FWHAYHIGJSFGKO,1,True,True
eval,AOMRFBUBFPUMQG,2,True,True
eval,JECOCDKQCZSANH,1,True,True
eval,ANVAOWXLWRTKGA,3,False,False
eval,QHZLMUACJMDIAE,2,True,True
eval,YRWXPMXSOIZLLX,3,True,True
eval,BLTCBVOJNNKFKC,3,True,True
eval,RRVQWUQWPISZCH,1,False,False
eval,CPAITHGIZYENCB,3,True,True
eval,OXQSHEREUUUCEE,3,True,True
eval,VRYZQXKLNLFTAI,2,False,False
eval,AQFWYTNPVDQLGS,3,False,False
eval,AMOGMTLMADGEOQ,2,True,True
eval,IEQXMKLSFWMELP,1,True,True
eval,RWIFCBRKLSVYBB,3,False,False
eval,MVGSNCBCUWPVDA,3,True,True
eval,UMCBDWHORFFLCD,2,False,False
eval,WSUMGSSXAHYOFH,3,False,False
eval,GSXOAOHZAIYLCY,3,True,True
eval,OZWKMVRBQXNZKK,2,True,True
eval,RGWHQCVHVJXOKC,3,False,False
eval,NITYDPDXAAFEIT,2,True,True
eval,LWXJBFFPVPUUSL,3,False,False
eval,XJMPAUZQVRGFRE,2,True,True
eval,QZJVBGCZOLNWHW,2,False,False
eval,QZSMPWVATGOHPH,1,False,False
eval,KIENONKNUZTGNQ,1,True,True
eval,MPHPHYZQRGLTBO,2,True,True
eval,RTYOLBQXFXYMKY,2,True,True
eval,KKNYIFDIQAVMQG,2,True,True
eval,IBALRBWGSVJPAP,2,False,False
eval,FCFNRCROJUBPLU,1,False,False
eval,SMFXSYMLJDHGIE,2,False,False
eval,WDIQXKYUSINZME,3,False,False
eval,KYRSNWPSSXSNEP,3,False,False
eval,RYVGCUJETSKZDU,2,True,True
eval,AMEWZCMTSIONOX,3,True,True
eval,OGRXKBUCZFFSTL,3,True,True
eval,MNLGBRDSLUAKRO,2,False,False
eval,MYHXHCUNDDAEOZ,3,True,True
eval,QUCKZYFUROTIBC,2,False,False
eval,QQJDHWMADUVRDL,2,False,False
eval,YTZSBJLNMIQROD,3,True,True
eval,POCJVFDFEBOVMF,3,True,True
eval,QJHCTHPYUOXOGM,3,True,True
eval,MVMQESMQSYOVGV,1,False,False
eval,KCMWOWTUEWHAMM,2,True,True
eval,GROMEQPXDKRRIE,3,True,True
eval,HKIKAXXIWJHWLY,3,True,True
eval,YNHVZXATNGMVNC,3,True,True
eval,NTHMDFGHOCNNOE,3,True,True
eval,SVCPILBFQWTZFW,2,True,True
eval,OVCDSSHSILBFBN,1,True,True
eval,OMICQBVLCVRFGN,3,True,True
eval,TVFMXYDXPCLOEQ,2,True,True
eval,HTULNBQKFKMRAH,3,False,False
eval,PBEDWPIWZYHNPL,2,False,False
eval,TZFWDZFKRBELIQ,3,True,True
eval,OAFXTKGAKYAFSI,3,False,False
eval,MSWZFWKMSRAUBD,3,True,True
eval,ZWQUPIDNCOVROC,3,False,False
eval,RWVJYKHAFMWADK,1,False,False
eval,REUGOQDHLPXDSB,2,False,False
eval,AZZVIICXENBKAB,2,True,True
eval,GJYBMGDRIGIOBX,2,True,True
eval,UORQJKKOBXSGRG,2,True,True
eval,FTEWYGPKBUSJTI,2,True,True
eval,NCGFVCSHBVQLHK,3,False,False
eval,DSOWUEHXZJUNID,2,False,False
eval,SMKRKQBMYOFFMU,2,True,True
eval,MDAUFUALHVJQPD,2,True,True
eval,UPCIFQHZBUREPV,2,False,False
eval,PXNSPZIJUVZDBI,1,True,True
eval,SHIZRFSRTKXRQL,3,False,False
eval,YOSAXDOXINGSJA,2,True,True
eval,MUWOPMUWBVOVID,2,False,False
eval,YRKLGWOHYXIKSF,3,True,True
eval,KHWHODOWEXOYIJ,2,True,True
eval,MBYYMZUVLLYROS,3,False,False
eval,QPQRGIHXJVTGCW,2,False,False
eval,GRVRRAOIXXYICO,3,True,True
eval,DXRRYTCUQOXXIL,2,True,True
eval,DLSUXMZHOIJLGM,1,True,True
eval,ZZGVJHSBRGZEML,3,True,True
eval,HUDBDWIQSIGUDI,1,True,True
eval,LEOHDQKUMQKLMP,3,False,False
eval,DPFSNFFFCPHBOW,3,True,True
eval,KZTNBUSIRSVZGK,2,True,True
eval,PGYQQEYWYHVHOW,2,True,True
eval,OIDYMQICWGYEDR,2,False,False
eval,AKNHFZVXJDNNJF,3,True,True
eval,VDJHFHXMUKFKET,2,True,True
eval,OLBVCMYKIIQLQT,2,True,True
eval,LJBBMCNHIUJBDU,3,False,False
eval,FNIDWIWVIDQZRV,3,False,False
eval,VHGCDTVCOLNTBX,2,True,True
eval,BWSGVXGTFNCUBB,3,False,False
eval,PEYODCCEJQCEBL,2,True,True
eval,STJLVHWMYQXCPB,2,True,True
eval,HQXAVJAVLMJBRC,2,True,True
eval,BDDRVKWDFUPFJD,2,True,True
eval,XTLHEUFWRQKNNG,3,True,True
eval,OFSZOCPGPLMCBG,2,True,True
eval,WDHUSHSLPTXJOZ,1,False,False
eval,BHYCLFCOZPICKT,3,True,True
eval,RCZMWVKBVFOCEE,1,True,True
eval,PYVRVRFVLRNJLY,2,True,True
eval,QCHFTSOMWOSFHM,1,True,True
eval,OKJHGOPITGTTIM,3,False,False
eval,GAAPPIKAFNZRLA,2,True,True
eval,SLWJVQQNDGLXTK,1,True,True
eval,MRDQSOZRIXPBPM,3,True,True
eval,NIGWMJHCCYYCSF,2,True,True
eval,IMMADCCLTPCOKH,2,True,True
eval,XJNQXTISSHEQKD,2,False,False
eval,CXGZFWPMXPAZEA,1,False,False
eval,SCNILGOVBBRMBK,2,True,True
eval,AFLNGLSTOJPKJJ,2,False,False
eval,SYYBDNPGDKKJDU,1,True,True
eval,NJLUHFDDAQPMDI,2,False,False
eval,RQDVJSDWJAIKOJ,2,True,True
eval,MDJQWFFIUHUJSB,2,True,True
eval,SNCVSGFALWTXMM,1,True,True
eval,MQSXZQXHIJMNAF,3,True,True
eval,NFPWPUKNJIRZPK,2,False,False
eval,ULBIMFHIPUGBOI,3,False,False
eval,LPRAEKVSUWNMQU,3,False,False
eval,IKUQEFGEUOOPGY,3,False,False
eval,JRCZTCGPEBCBPF,3,False,False
eval,JJEDRQBBRDBTRN,3,True,True
eval,NGPDQWFWZNXVLZ,1,True,True
eval,QHOQHJPRIBSPCY,1,True,True
eval,WBIPQNHZBSDIPU,3,True,True
eval,IXWWTVSMMIIIFZ,2,True,True
eval,RPJZYOHZALDGKI,2,True,False
eval,AHTIKTYAZWVOGR,1,True,True
eval,HPNSFSBZBAHARI,2,True,True
eval,LFRFNLMDZHTVHB,3,False,False
eval,FVMUXMFNDQLEAU,2,False,False
eval,FPSPNNCKALEKTN,1,True,True
eval,OVBPIULPVIDEAO,3,True,True
eval,PQKBPHSEKWERTG,2,True,True
eval,LFMFFFFYZMXHNI,3,False,False
eval,RDUAKQUSLVHHOC,3,True,True
eval,AKUOSFHZSPFGEP,2,True,True
eval,RERZNCLIYCABFS,2,True,True
eval,SQOJOAFXDQDRGF,2,True,True
eval,SKHJNNFXCKTDBG,3,True,True
eval,LUCHPKXVUGJYGU,1,True,True
eval,MZFHPXNJDRKZLZ,2,True,True
eval,PRQWQWSKFNQAOG,2,True,True
eval,VYYHGKQKCBDQKO,2,False,False
eval,RZFIXPBHLZLWBA,3,True,True
eval,HQNACSFBDBYLJP,2,True,True
eval,WRRZKDVBPZBNJN,2,True,True
eval,OOEOVXMORBPOKC,2,True,True
eval,XXEPPPIWZFICOJ,3,False,False
eval,JOOXLOJCABQBSG,3,True,True
eval,NXFICBFQXYEHSU,3,True,True
eval,JEKMKNDURXDJAD,3,True,True
eval,KJDCENXZHMAYTN,3,False,False
eval,BSZLLSHGSWKZRE,3,True,True
eval,CVEQISBYHSILGF,2,True,True
eval,QMKNKUCTQSRDGU,2,True,True
eval,FZHXIRIBWMQPQF,2,True,True
eval,SUYVUBYJARFZHO,2,True,True
eval,VZEJFGXIOVVAES,2,False,False
eval,XSAACZDYCQIFPG,2,True,True
eval,GHXSYXQURAMQQE,3,False,False
eval,JLFOTJPFBATTLK,2,False,False
eval,PFTQIVMILQKDQN,2,True,True
eval,AKYKYHKJUHUACD,2,True,True
eval,IHCPDBBYTYJYIL,3,True,True
eval,WTFXTQVDAKGDEY,3,True,True
eval,UUPFPLJLQPYEKS,3,False,False
eval,DWNZYUCWYBDRIX,2,False,False
eval,HWMMWMJBUOCCFZ,2,True,True
eval,LNHWXBUNXOXMRL,2,True,True
eval,QLTCHMYAEJEXBT,3,False,False
eval,YUQDHODIJULBAQ,3,True,True
eval,SATGKQGFUDXGAX,1,True,True
eval,BNZZZUQOYBAEPR,3,True,True
eval,FPIVCKLVSVCJHW,1,True,True
eval,IWHQWCUADMOONN,1,False,False
eval,HRISLEUGLBNLRB,3,False,False
eval,OXNYNKGAOAFFBD,1,True,True
eval,AFSDNFLWKVMVRB,2,True,True
eval,BGCNHXQQGSIHRP,2,True,True
eval,MLTVHORGISIISB,2,True,True
eval,GKLSYIMLZDYQBJ,2,False,False
eval,CPHZVLHSTZSKKX,2,True,True
eval,ZZDSOWSESREIGP,3,False,False
eval,NBSCHQHZLSJFNQ,3,True,True
eval,AUFUWRKPQLGTGF,2,True,True
eval,KXUJXPZXILTXDA,1,True,True
eval,HZXUEWPTAWEJHC,1,True,True
eval,RLAKWLFUMAABBE,2,True,True
eval,CMEYODOSAQTQFO,2,False,False
eval,YFBPRJGDJKVWAH,3,True,True
eval,VCKPUUFAIGNJHC,2,True,True
eval,CMHCOGHTKXUQKW,1,False,False
eval,MZJUGRMCXKZMOG,3,True,True
eval,MQUQKIFKNUZAPC,3,True,True
eval,JDTUMPKOJBQPKX,1,False,False
eval,AQVOANKSGFAANH,2,True,True
eval,JOLITHWHEFIGDT,2,True,True
eval,YAXAQXBFDAJGGS,3,True,True
eval,KISJFUMXCJBLJV,3,True,True
eval,SJNRYASCJOVKHZ,3,True,True
eval,ZYYNEJWFGGVJQZ,1,False,False
eval,RTKIYFITIVXBLE,2,True,True
eval,QPCYNIYZPDJCMB,3,True,True
eval,GRZRQKSQIMICPO,2,False,False
eval,BJXQFQDUJVIUAH,2,True,True
eval,FYRDRWHCLLNEML,1,True,True
eval,CBOMORHDRONZRN,3,False,False
eval,MTCXQQINVAFZKW,3,False,False
eval,SMLUHOHPDVBXKH,2,False,False
eval,GNMSLDIYJOSUSW,2,True,True
eval,UXNQBNHINOSGKB,3,True,True
eval,GFQRPXMWTUUBTN,2,True,True
eval,GFERNZCCTZEIET,1,True,True
eval,CNDGPTOBKYTGSG,2,True,True
eval,BBQOSPPWYMINSN,3,True,True
eval,YQWATTVJPRZZEE,3,False,False
eval,FELGMEQIXOGIFQ,3,True,True
eval,GHCZAUBVMUEKKP,3,True,True
eval,XTVNYVWMSJMVGI,2,True,True
eval,KGQMQNPFMOBJCY,2,True,True
eval,BDCURAWBZJMFIK,1,True,True
eval,XAQHSTCVGOTLHK,3,True,True
eval,WPKQVDYSPWCVGM,2,True,True
eval,UQRORFVVSGFNRO,1,True,True
eval,ZXBFYBLSJMEBEP,2,True,True
eval,ARJXIGOIOGJAKR,2,True,True
eval,OIRFJRBSRORBCM,1,True,True
eval,BKUKTJSDOUXYFL,3,False,False
eval,LCCNCVORNKJIRZ,3,True,True
eval,KYVUMEGNMQDSHO,3,True,True
eval,MBMQEIFVQACCCH,3,True,True
eval,FZVOBDJBRIEKPS,1,True,False
eval,ZLRHCSCBOSNBCZ,2,False,False
eval,UOBGWTOQZALQPG,3,True,True
eval,LWGUASZLXHYWIV,3,False,False
eval,FNYLWPVRPXGIIP,2,True,True
eval,ASEYQCQECHXIFA,1,True,True
eval,MPUKHERSKPLKHP,2,True,True
eval,RBBVPNQTBKHOEQ,2,False,False
eval,JOBMMOBXVRRLOS,3,False,False
eval,MQFLXLMNOHHPTC,2,False,False
eval,FNDTZZIWWYSDAH,1,True,True
eval,JCUJHHAQRQYQRF,2,True,True
eval,OHCQJHSOBUTRHG,3,True,True
eval,NETXMUIMUZJUTB,2,True,True
eval,MHGLNDDJLDJDBG,2,True,True
eval,FVNFBBAOMBJTST,1,True,True
train,MDKCFLQDBWCQCV,3,True,True
train,GNITWRJZRGPYKV,1,True,True
train,QJVOZXGJOGJKPT,2,False,False
train,GWKIPRVERALPRD,2,False,False
train,KXBZBBGZKWRRHH,1,True,True
train,CGAALQATDWOQFD,3,False,False
train,KGNAXTMQQANFON,2,True,True
train,GSAWBDXYMSQMRT,1,True,True
train,FPBPLBWLMYGIQR,2,True,True
train,GLMFFCVWRKKBJB,1,True,True
train,LSBJTVIEPWWPPW,2,True,True
train,IROINLKCQGIITA,1,True,True
train,UNCMRQFSKAVFQU,3,True,True
train,KPCWWZLBHGSXPW,3,True,True
train,APOLYTJSSKGYDB,3,False,False
train,HJDYJUQFSIJNGA,3,True,True
train,BAZGVDKAIHZPOH,2,True,True
train,UMVGVJGZMKQXJC,3,False,False
train,IXQBRUSHWUDFSM,3,True,True
train,ZMTYENXGROJCEA,3,True,True
train,HACHOOOQCLDTSB,3,False,False
train,TTZWEOINXHJHCY,2,True,True
train,VLLFEMVDMFTBHG,2,True,True
train,ADOHASQZJSJZBT,1,True,True
train,CDZUQIFWCXAIFB,3,False,False
train,WIIZWVCIJKGZOK,2,True,True
train,LCOVYWIXMAJCDS,1,False,False
train,FRPVVBUDVXSUGF,3,False,False
train,WGNDRSIKIXVFLD,2,True,True
train,MVDFTRYOOPZXII,3,False,False
train,LAVJUISMIZTLGI,2,True,True
train,DRWAFTJWJQAXRC,3,True,True
train,XFDXCPWHJLFQPM,2,False,False
train,LDCABCUQAIBQFL,1,True,True
train,IDGXIXSKISLYAC,3,True,True
train,UJEWTUDSLQGTOA,2,True,True
train,JSLBEJMNMZJONS,3,True,True
train,PTQFQYKDIQOOMX,1,True,True
train,YFNPRWZVZFBBMG,2,True,True
train,RFDMNXDDRXVJTM,2,False,False
train,MHJYRHBCBPGGHL,1,True,True
train,YXMZUGRMRIHNJM,2,False,False
train,BZYKNVLTMWYEFA,2,True,True
train,ULOAWPSYNSJWGI,2,True,True
train,SNWQKAWITMVCQW,2,True,True
train,HHSKNLJWHGXWPK,2,True,True
train,DGGHVFUGMGGLON,2,False,False
train,VOWAEIGWURALJQ,3,True,True
train,HPPOQVMYMMZSHW,2,True,True
train,UVTHWNXXULCBGA,2,True,True
train,FUBVFOMIYZMXCB,2,False,False
train,LJVKMVSYTWPNGA,2,True,True
train,GBOAMMYQACWYNB,2,True,True
train,CYESCLHCWJKRKM,2,True,True
train,ZNYZPDGJGQZDPM,1,True,True
train,JWFHAILNLSSNDW,2,True,True
train,OXWWDAFCLOTROR,2,True,True
train,UPWGQKDVAURUGE,3,False,False
train,VUGRLRAUZWGZJP,3,True,True
train,VAWMHRKGQOLSLO,1,False,False
train,MRIXVKKOHPQOFK,2,True,True
train,JRRUSQGIRBEMRN,2,True,True
train,JSLJRLSXMPKMLE,1,True,True
train,KHQNSSJNIXVKMK,1,True,True
train,BISQPGCQOHLHQK,2,False,False
train,LETLXEQFYFDEOJ,1,False,False
train,KPJZHOPZRAFDTN,3,True,True
train,ILJOYLTXYCZXTB,3,True,True
train,CRUHDGOVWKFJBM,3,True,True
train,HTORKLPLHJXOOZ,3,False,False
train,IMYZQPCYWPFTAG,3,True,True
train,YASYVMFAVPKPKE,3,True,True
train,HEZNVIYQEUHLNI,3,True,True
train,WLKCSMCLEKGITB,3,False,False
train,BFPYWIDHMRZLRN,2,True,True
train,MMXZSJMASHPLLR,2,True,True
train,JEEMMQUVRFTVSG,1,False,False
train,ZBBHBTPTTSWHBA,3,True,True
train,INIPQDKLXQHEAJ,1,True,True
train,UTGDZOIOODXGAH,3,False,False
train,CADNMISJDLVPCK,3,True,True
train,CZPILLBHPRAPCB,2,False,False
train,KPYSYYIEGFHWSV,3,True,True
train,VNENVWDUOMPKJV,3,False,False
train,QQRSPHJOOXUALR,1,True,True
train,FZHZQHNKCPJTNQ,2,True,True
train,QIEOAEKNEKYVTH,2,True,True
train,MHVKIFFTUGYXIJ,1,False,False
train,DBUCFOVFALNEOO,2,True,True
train,RKAXEWSQYMGBAP,3,False,False
train,KCONDBXZKOOFTP,3,False,False
train,USZYSDMBJDPRIF,1,True,True
train,AFDANKUHSLVEBJ,2,True,True
train,PZRHRDRVRGEVNW,3,True,True
train,CWAXZXSFUDEMIX,3,False,False
train,LTZVLHHIAUKGBP,3,True,True
train,BMRVNZZVDSVOQG,3,True,True
train,RJANATGWWPNKAL,2,True,True
train,OOKSNNJCBKFTNL,2,True,True
train,FBPFZTCFMRRESA,3,True,True
train,RDJXPXHQENRCNG,1,True,True
train,QWIZNVHXZXRPDR,3,True,True
train,UWOSPUSBILRKLD,2,True,True
train,VQHYUBJDKHMCEY,3,False,False
train,ZYTHYMZQQBWDDS,2,True,True
train,WPRYXHDMUFXECU,2,True,True
train,KGEKLUUHTZCSIP,2,True,True
train,GEORQWYNEZQNBV,2,False,False
train,QXDIHIOKSGGXLD,2,False,False
train,DBZQFUNLCALWDY,3,True,True
train,YWEIHGYPWBJOHR,3,True,True
train,OSYQOBUUFRGFNG,2,True,True
train,VJGGHXVGBSZVMZ,2,False,False
train,SJNRYASCJOVKHZ,2,True,True
train,COLNVLDHVKWLRT,3,True,True
train,BXPBSBBFPNTFFT,2,True,True
train,AHYHTSYNOHNUSH,1,False,False
train,CWEBXGYZIMRIBG,2,True,True
train,QGMUCGXWCKWHRJ,2,True,True
train,RLICJCDEGQJEKW,3,False,False
train,FJQKXKNZQQBTDD,3,True,True
train,YMYRNIMWOZETPY,2,False,False
train,ILPWPPGIUHLOBB,3,True,True
train,RZYVIJMOXIGQRX,1,False,False
train,PQEJFUBUHJLOSG,2,True,True
train,UBCAPJGELHAUQV,1,False,False
train,UGQMRVRMYYASKQ,2,True,True
train,RGYOJPRQLDKJGK,2,True,True
train,ODXHCQRPIURWTJ,2,False,False
train,OKJVOMAJPDVZJV,1,True,True
train,SPCJQQBYWVGMQG,2,False,False
train,COKMIXFXJJXBQG,2,True,True
train,YCHNFUWRXHTAFK,3,False,False
train,YJSHRIGISKAHBT,2,True,True
train,BQOZGVUGFRSHPA,2,True,True
train,WPGGHFDDFPHPOB,1,True,True
train,FEZDDTIDMGTSLT,2,True,True
train,IUMDBPMWPHHBDU,3,False,False
train,OTDSQLNKKIPGLS,2,True,True
train,BUWARJBQHWMPTL,2,True,True
train,ZVLQJRXSGVAHOI,2,True,True
train,JBSCMIAEEWZQBR,2,True,True
train,ZNOIOLWTHOFTSX,3,False,False
train,OVVWPYNVWLHEGE,1,True,True
train,DVFUJWFVDJAVKO,1,True,True
train,DAPLORBFRRJHHY,3,False,False
train,OLFRCQFNQXYDGW,2,True,True
train,TVEOPNILOUOYOZ,3,True,True
train,NXJLRTWACLZUAZ,3,True,True
train,DZOVBAVEJYPSLL,2,False,False
train,XGWYBQCOZNQQHX,3,False,False
train,YXPVYQIMXPYFSF,3,True,True
train,IKACRWYHQXOSGM,3,True,True
train,OXVUXGFZHDKYLS,2,True,True
train,LDEKQSIMHVQZJK,3,True,True
train,VNDHBRBARIICNH,3,True,True
train,VYPZDXUVRGZVSW,2,True,True
train,OBCXFGSXYMMSNQ,3,True,True
train,JBCBRQWZEJZJJP,2,True,True
train,MAUCONCHVWBMHK,3,False,False
train,YBWITEZBUYUNFC,1,False,False
train,CVAVMIODJQHEEH,3,False,False
train,ASTZXVSQSSBFOS,1,False,False
train,FCCNKYGSMOSYPV,2,True,True
train,BDWXGEIHUXSMQS,2,True,True
train,ZLIYAXUPOBJNFP,1,True,True
train,SPUUWWRWIAEPDB,3,True,True
train,KQTXUHHOWJUFOZ,1,True,True
train,WDOGQTQEKVLZIJ,2,True,True
train,YMEAIOHYSIGDJY,3,True,True
train,DVEHRCKXTZYDME,1,False,False
train,MDNWOSOZYLHTCG,2,False,False
train,MVMSCBBUIHUTGJ,2,True,True
train,GWOZWWNUSXSLBU,2,False,False
train,MTVWFVDWRVYDOR,3,False,False
train,YQEZLKZALYSWHR,2,True,True
train,ZJSJQWDXAYNLNS,2,True,True
train,IRSUXHBCTWMHAK,3,True,True
train,FXMSWDFGLPNXHJ,2,True,True
train,PFWQSHXPNKRLIV,3,True,True
train,WVYOVLOAXIHCDB,3,False,False
train,JMCQSLSABBLTGP,3,False,False
train,SDTFURCSGWUESP,1,True,True
train,QRAZUCRROOPZGW,2,True,True
train,BDGOANHBKYFDGC,2,True,True
train,NCCWCZLEACWJIN,2,False,False
train,VAXDAORNOMZREO,3,True,True
train,JPCJYZZUEISJGO,2,True,True
train,JSPGKOBNHWTKNT,2,False,False
train,JJJPNTQYUJPWGQ,2,True,True
train,YMNCVRSYJBNGLD,3,True,True
train,BRJNQOSDCDNITN,1,False,False
train,VJNXGGVCMFEVSM,2,False,False
train,JTLPHVAPUJVXEJ,3,True,True
train,YPZRHBJKEMOYQH,2,False,False
train,DSIVFFWGRJVLEK,2,True,True
train,WACBUPFEGWUGPB,3,True,True
train,ORRFIXSGNXBETO,2,False,False
train,RCZMWVKBVFOCEE,3,True,True
train,FQTGLAHXUFXARQ,1,True,True
train,AYQMENXVDLFJKG,2,True,True
train,APODVSVTRILENH,3,False,False
train,BETRPSLREOEBMM,1,True,True
train,GOJCZVPJCKEBQV,3,True,True
train,LCCNCVORNKJIRZ,1,True,True
train,DDSFKIFGAPZBSR,2,False,False
train,JMBKXUYCBVKSSY,3,False,False
train,HMBDLBWGDMNPDW,3,False,False
train,COSICWYFCAPPJB,3,True,True
train,JZFSMVXQUWRSIW,3,False,False
train,KZNIFHPLKGYRTM,3,True,True
train,OLBVCMYKIIQLQT,2,True,True
train,JKEJEOJPJVRHMQ,2,True,True
train,SGEGOXDYSFKCPT,1,True,True
train,NLTOTZSPOYWSSP,3,True,True
train,INBGSXNNRGWLJU,2,False,False
train,AVRFPRAAVSCSSZ,2,True,True
train,QEOWCPFWLCIQSL,3,True,True
train,VYRAJOITMBSQSE,2,True,True
train,DBCVUIBEXPYXAJ,1,False,False
train,UZQBOFAUUTZOQE,2,True,True
train,XTPOZVLRZZIEBW,3,True,True
train,RMIQIULKBBCLIL,2,True,True
train,WSRCOMOWYVKWBE,3,True,True
train,LZDLOICWXKFSMI,3,True,True
train,AUNUZTMVWMIQKY,3,False,False
train,NOOJQDXMGLPOOA,3,False,False
train,XVAYDAQDXIWIQD,2,False,False
train,NITYDPDXAAFEIT,3,True,True
train,FHQSDRHZGCMBKG,3,False,False
train,IOJCAEBIAPRCCI,2,True,True
train,IXMZEPKYPFQFJN,2,True,True
train,ZUXLIBRTWRBKLQ,2,True,True
train,KZBMBIHZXUQFOR,3,False,False
train,FEOYRZYUONWQSO,2,True,True
train,GSZHLMQLGPEBEJ,3,False,False
train,AIXMJTYHQHQJLU,2,True,True
train,WPNJAUFVNXKLIM,3,True,True
train,ZMOPRUXYEWGUAU,2,True,True
train,WDQPAMHFFCXSNU,2,True,True
train,UTRJNVUJZHUXNP,2,True,True
train,VPPJLAIAVCUEMN,3,True,True
train,BIXYYZIIJIXVFW,2,True,True
train,VNGOYPQMJFJDLV,2,True,True
train,WOFMFGQZHJDGCX,3,True,True
train,AZZVIICXENBKAB,3,True,True
train,JROFGZPOBKIAEW,3,True,True
train,MORLNMAFXVHNAI,3,True,True
train,BDJRBEYXGGNYIS,2,True,True
train,BNVLXJXRCARHAN,3,False,False
train,VAYRSTHMTWUHGE,1,True,True
train,FNLMCNKPGGHKQL,3,False,False
train,UNSNHLHMJSQMSO,3,True,True
train,QBUOTXXACHDTNW,2,False,False
train,KKSJUZYYCHNUSC,3,False,False
train,DWFZBUWUXWZWKD,3,True,True
train,JUSFMNAZAGJNRN,2,False,False
train,FHEPEWKHTOVVAT,2,False,False
train,TVDMUSYVWJLIDK,3,True,True
train,WJMMBVSOQPALFO,3,True,True
train,KEGAETFXPFKWFT,3,True,True
train,ARQXTWGOJYMQRC,3,False,False
train,VPAYQWRBBOGGPY,2,True,True
train,LQBVNQSMGBZMKD,2,True,True
train,XHNHVLOJRORARF,2,False,False
train,KCXYPLXAEGBBBO,2,False,False
train,VELYAQRXBJLJAK,1,True,True
train,YFIMUDXPJZVJJO,3,True,True
train,HVBACKJYWZTKCA,1,True,True
train,UTOPWMOLSKOLTQ,1,False,False
train,SVXJDTNFJXKATR,3,True,True
train,CLWOXNLVWMXBRD,3,False,False
train,CMBHKSKRJUUOQH,2,False,False
train,XTRKZMFPKIQAIJ,2,False,False
train,ZMCWALAQRPULMT,2,True,True
train,VNBUMBNLPGLBML,2,True,True
train,SHJZLGVIOYFHCB,1,True,True
train,IKMDFBPHZNJCSN,2,True,True
train,XKFTZKGMDDZMJI,1,True,True
train,YEHCICAEULNIGD,3,True,True
train,WLRXMMDATRQQNQ,2,True,True
train,OFXQTTQOWIQPTN,2,True,True
train,MINDHVHHQZYEEK,2,True,True
train,OWODMVTTWPVWQA,2,False,False
train,NTSAVLDATFYUQZ,1,True,True
train,DVPIWRLXQQULKC,3,False,False
train,JDPIYAUUXXERCL,2,True,True
train,SYGQXRLXOOXDRP,3,True,True
train,ZCBNZTSUROPRKE,3,True,True
train,HLYSUPRTSCOCTI,3,True,True
train,JAVWFBAAZSHHAD,3,False,False
train,KVZUCOGWKYOPID,2,True,True
